,AdaBoostClassifier,GradientBoostingClassifier,RandomForestClassifier,ExtraTreesClassifier,SupervisedDBNClassification,SVC,OrderedModel
0,0.6444444444444445,0.6833333333333333,0.7055555555555556,0.6833333333333333,0.49444444444444446,0.5388888888888889,0.6111111111111112
1,0.6,0.6722222222222223,0.6611111111111111,0.6777777777777778,0.5055555555555555,0.5277777777777778,0.5833333333333334
2,0.6444444444444445,0.6611111111111111,0.6555555555555556,0.6777777777777778,0.49444444444444446,0.5,0.5666666666666667
3,0.6166666666666667,0.6277777777777778,0.6611111111111111,0.6444444444444445,0.5055555555555555,0.4888888888888889,0.5833333333333334
4,0.5944444444444444,0.6444444444444445,0.7166666666666667,0.7055555555555556,0.49444444444444446,0.6,0.5944444444444444
5,0.6555555555555556,0.6777777777777778,0.6611111111111111,0.6444444444444445,0.5055555555555555,0.5722222222222222,0.6
6,0.6055555555555555,0.6388888888888888,0.6833333333333333,0.7055555555555556,0.5055555555555555,0.4666666666666667,0.5611111111111111
7,0.6333333333333333,0.6944444444444444,0.6944444444444444,0.7,0.5055555555555555,0.46111111111111114,0.5833333333333334
8,0.6277777777777778,0.6944444444444444,0.7055555555555556,0.6722222222222223,0.5055555555555555,0.5611111111111111,0.6555555555555556
9,0.6611111111111111,0.7277777777777777,0.7444444444444445,0.7111111111111111,0.49444444444444446,0.4888888888888889,0.65
10,0.5611111111111111,0.6333333333333333,0.6388888888888888,0.6388888888888888,0.49444444444444446,0.5,0.5888888888888889
11,0.6333333333333333,0.6944444444444444,0.7055555555555556,0.6888888888888889,0.5055555555555555,0.4888888888888889,0.6333333333333333
12,0.6222222222222222,0.7277777777777777,0.7666666666666667,0.75,0.49444444444444446,0.4388888888888889,0.5888888888888889
13,0.5611111111111111,0.6166666666666667,0.6944444444444444,0.6611111111111111,0.5055555555555555,0.5777777777777777,0.6444444444444445
14,0.6666666666666666,0.7333333333333333,0.75,0.7388888888888889,0.49444444444444446,0.48333333333333334,0.6111111111111112
15,0.6611111111111111,0.7,0.7333333333333333,0.6722222222222223,0.49444444444444446,0.5944444444444444,0.7
16,0.5611111111111111,0.6111111111111112,0.6555555555555556,0.65,0.5055555555555555,0.5277777777777778,0.5555555555555556
17,0.5722222222222222,0.6888888888888889,0.6777777777777778,0.65,0.5055555555555555,0.4888888888888889,0.65
18,0.6055555555555555,0.7055555555555556,0.7388888888888889,0.7,0.49444444444444446,0.5166666666666667,0.7055555555555556
19,0.6166666666666667,0.6722222222222223,0.6666666666666666,0.6888888888888889,0.5055555555555555,0.5611111111111111,0.6111111111111112
20,0.65,0.6944444444444444,0.6555555555555556,0.65,0.5055555555555555,0.5777777777777777,0.65
21,0.5888888888888889,0.6777777777777778,0.6777777777777778,0.6444444444444445,0.49444444444444446,0.48333333333333334,0.65
22,0.6,0.6222222222222222,0.6388888888888888,0.6333333333333333,0.5055555555555555,0.4777777777777778,0.6333333333333333
23,0.5611111111111111,0.6222222222222222,0.6555555555555556,0.6666666666666666,0.49444444444444446,0.5055555555555555,0.6
24,0.6444444444444445,0.6888888888888889,0.7055555555555556,0.6722222222222223,0.49444444444444446,0.4777777777777778,0.6111111111111112
25,0.5722222222222222,0.6777777777777778,0.6722222222222223,0.6444444444444445,0.5055555555555555,0.6333333333333333,0.5833333333333334
26,0.6388888888888888,0.7111111111111111,0.7166666666666667,0.6555555555555556,0.49444444444444446,0.6,0.6111111111111112
27,0.6277777777777778,0.6944444444444444,0.6888888888888889,0.6777777777777778,0.49444444444444446,0.5166666666666667,0.6555555555555556
28,0.5944444444444444,0.6,0.6222222222222222,0.6277777777777778,0.5055555555555555,0.5944444444444444,0.6611111111111111
29,0.6277777777777778,0.7055555555555556,0.6888888888888889,0.6833333333333333,0.5055555555555555,0.5111111111111111,0.6444444444444445
30,0.6111111111111112,0.6611111111111111,0.6722222222222223,0.6777777777777778,0.5055555555555555,0.4777777777777778,0.6277777777777778
31,0.6388888888888888,0.6833333333333333,0.6777777777777778,0.6722222222222223,0.5055555555555555,0.5,0.65
32,0.6333333333333333,0.6888888888888889,0.65,0.6944444444444444,0.49444444444444446,0.5333333333333333,0.5833333333333334
33,0.6111111111111112,0.6555555555555556,0.6944444444444444,0.6888888888888889,0.49444444444444446,0.5222222222222223,0.6555555555555556
34,0.6277777777777778,0.6722222222222223,0.7,0.6833333333333333,0.49444444444444446,0.5333333333333333,0.7
35,0.5722222222222222,0.6444444444444445,0.6888888888888889,0.6555555555555556,0.5055555555555555,0.5333333333333333,0.6777777777777778
36,0.6388888888888888,0.6833333333333333,0.7166666666666667,0.65,0.5055555555555555,0.5888888888888889,0.6555555555555556
37,0.6111111111111112,0.6666666666666666,0.6722222222222223,0.6222222222222222,0.5055555555555555,0.55,0.7
38,0.5888888888888889,0.6944444444444444,0.7166666666666667,0.6833333333333333,0.49444444444444446,0.5611111111111111,0.6055555555555555
39,0.6611111111111111,0.7222222222222222,0.7111111111111111,0.6888888888888889,0.49444444444444446,0.6166666666666667,0.5611111111111111
40,0.6333333333333333,0.6666666666666666,0.7555555555555555,0.7666666666666667,0.49444444444444446,0.5333333333333333,0.6555555555555556
41,0.6166666666666667,0.7111111111111111,0.7111111111111111,0.7555555555555555,0.5055555555555555,0.5888888888888889,0.6722222222222223
42,0.6111111111111112,0.7,0.7055555555555556,0.7055555555555556,0.5055555555555555,0.45,0.5888888888888889
43,0.55,0.65,0.6611111111111111,0.6611111111111111,0.5055555555555555,0.5444444444444444,0.5944444444444444
44,0.6611111111111111,0.7,0.7333333333333333,0.7055555555555556,0.49444444444444446,0.5611111111111111,0.6944444444444444
45,0.6222222222222222,0.7555555555555555,0.7222222222222222,0.7055555555555556,0.5055555555555555,0.5,0.6388888888888888
46,0.6388888888888888,0.7,0.7222222222222222,0.6722222222222223,0.49444444444444446,0.5444444444444444,0.5944444444444444
47,0.5888888888888889,0.6777777777777778,0.6833333333333333,0.7,0.5055555555555555,0.5444444444444444,0.5944444444444444
48,0.6055555555555555,0.7055555555555556,0.7277777777777777,0.6722222222222223,0.5277777777777778,0.5666666666666667,0.6166666666666667
49,0.6333333333333333,0.6722222222222223,0.7,0.7,0.49444444444444446,0.5555555555555556,0.6555555555555556
